data_year,criminal_act_id,offense_id
2021,6,179961531
2021,6,179961532
2021,7,179961533
2021,7,179961540
2021,9,179961545
2021,6,179961551
2021,6,179961583
2021,6,179961588
2021,9,179961591
2021,9,179961600
2021,6,179961647
2021,7,179961666
2021,6,179961672
2021,6,179961723
2021,9,179961752
2021,9,179961761
2021,6,179961764
2021,9,179961769
2021,9,178359466
2021,6,178359468
2021,6,179961790
2021,6,179961803
2021,9,179961808
2021,9,179961819
2021,9,179961822
2021,10,179961830
2021,6,179961849
2021,6,179961856
2021,7,179961867
2021,6,179961877
2021,6,179961894
2021,6,179961896
2021,6,179961903
2021,9,179961907
2021,6,179961914
2021,9,179961918
2021,6,179961922
2021,9,179961929
2021,6,179961931
2021,6,179961967
2021,8,179961985
2021,6,179961992
2021,6,179961996
2021,6,179961999
2021,6,179962000
2021,6,179962005
2021,7,179962010
2021,6,179962014
2021,6,179962015
2021,6,179962030
2021,6,179962041
2021,9,179962042
2021,6,179962049
2021,9,179962076
2021,8,179962084
2021,6,179962097
2021,6,179962101
2021,9,179962103
2021,9,179962104
2021,6,179962105
2021,9,179962106
2021,7,179962108
2021,6,179962110
2021,6,179962111
2021,8,179962111
2021,9,179535216
2021,6,179962112
2021,7,179962113
2021,3,179962114
2021,9,179962115
2021,9,179962117
2021,6,179962118
2021,9,179962119
2021,9,179962120
2021,6,179962121
2021,9,179962122
2021,9,179962123
2021,9,179962125
2021,9,179962126
2021,6,179962128
2021,6,179962130
2021,6,179962132
2021,7,179962133
2021,6,179962134
2021,7,179962135
2021,1,179962137
2021,7,179962138
2021,6,179962139
2021,6,179962141
2021,7,179962142
2021,3,179962144
2021,3,179962145
2021,6,179962147
2021,3,179962148
2021,7,179962150
2021,7,179962151
2021,9,179962152
2021,6,178359686
2021,7,179962153
2021,9,178359696
2021,6,179962155
2021,6,179962157
2021,9,179535218
2021,6,179962158
2021,7,179962159
2021,9,179962161
2021,6,179962162
2021,6,179962163
2021,8,179962163
2021,6,179962164
2021,6,179962165
2021,6,179962166
2021,6,179962167
2021,6,179962170
2021,6,179962171
2021,8,179962171
2021,6,179962172
2021,6,179962173
2021,6,179962174
2021,6,179962175
2021,9,179962176
2021,9,178359815
2021,6,179962178
2021,9,179962179
2021,9,179962180
2021,9,179962181
2021,6,179535221
2021,3,179962183
2021,3,179962184
2021,3,179962185
2021,9,179535222
2021,8,179962186
2021,9,178359915
2021,9,179962187
2021,3,179962189
2021,9,179962190
2021,6,178359941
2021,6,179962191
2021,9,179535224
2021,9,179962192
2021,9,179962193
2021,1,179962195
2021,8,179962195
2021,9,179962196
2021,9,179962197
2021,6,179962199
2021,9,179962200
2021,6,179962201
2021,7,179962201
2021,8,179962201
2021,6,179962203
2021,6,179962204
2021,6,179962205
2021,7,179962206
2021,6,179962208
2021,8,179962208
2021,9,178360065
2021,6,179962211
2021,9,179962212
2021,7,179962213
2021,9,179962214
2021,9,179962215
2021,9,179962216
2021,9,179962217
2021,9,179962218
2021,6,179962220
2021,6,179962222
2021,7,179962222
2021,8,179962222
2021,3,179962224
2021,7,179962225
2021,6,179962227
2021,7,179962227
2021,8,179962227
2021,9,179962228
2021,6,179962230
2021,8,179962230
2021,6,179962232
2021,6,179962234
2021,8,179962234
2021,6,178360224
2021,8,178360224
2021,6,179962236
2021,6,179962237
2021,9,179962238
2021,1,179962240
2021,9,178360254
2021,1,179962242
2021,6,179962243
2021,8,179962244
2021,8,179962245
2021,8,178360283
2021,6,179962247
2021,6,179962249
2021,6,179962250
2021,6,179962251
2021,6,179962253
2021,6,179962255
2021,8,179962256
2021,8,179962257
2021,6,179962259
2021,8,179962260
2021,3,179962261
2021,9,179962262
2021,9,179962263
2021,9,179535226
2021,8,179962264
2021,6,179962266
2021,9,179962267
2021,6,179962268
2021,6,179962269
2021,9,178783346
2021,6,179962270
2021,9,179962271
2021,9,179962272
2021,8,179962275
2021,8,179962277
2021,6,179962279
2021,3,179962280
2021,6,178360481
2021,9,179962281
2021,7,179962282
2021,6,179962285
2021,6,179962286
2021,6,179962287
2021,6,179962289
2021,6,179962290
2021,6,180913941
2021,3,179962291
2021,6,179962292
2021,9,178360554
2021,6,178360567
2021,8,179962294
2021,6,178360582
2021,6,178360585
2021,8,179962295
2021,9,179962296
2021,6,178360610
2021,6,178360628
2021,6,180913963
2021,6,178360649
2021,9,178360653
2021,6,178360657
2021,6,178360660
2021,8,178360674
2021,9,178360676
2021,9,178360679
2021,9,178360682
2021,6,178360684
2021,6,178360698
2021,6,178360699
2021,6,178360702
2021,9,179962313
2021,9,179962314
2021,6,179962315
2021,8,179962315
2021,9,179962317
2021,9,179962323
2021,9,179962324
2021,6,179962328
2021,6,179962332
2021,8,179962332
2021,6,179962333
2021,9,179962334
2021,6,179962336
2021,6,179962339
2021,6,179962340
2021,9,179962343
2021,6,179962344
2021,6,179962345
2021,9,178828301
2021,9,179962346
2021,9,179962347
2021,10,179962348
2021,11,179962348
2021,6,179962349
2021,9,179962350
2021,6,179962351
2021,6,179962352
2021,6,179962353
2021,3,179962354
2021,9,179962355
2021,6,179962356
2021,6,179962357
2021,6,179962358
2021,6,179962359
2021,9,179962363
2021,9,179962364
2021,9,179962365
2021,9,179962366
2021,9,179535267
2021,6,179962367
2021,9,178828303
2021,8,179962369
2021,6,179962370
2021,9,179962371
2021,9,179962372
2021,7,179962374
2021,6,179962375
2021,9,179962378
2021,9,179962380
2021,6,179962382
2021,9,179962383
2021,6,179962384
2021,6,179962387
2021,6,179962388
2021,6,179962389
2021,6,179962390
2021,9,179962391
2021,3,179962394
2021,6,179962394
2021,3,179962395
2021,6,179962395
2021,6,179962396
2021,9,179962397
2021,7,179962398
2021,7,179962399
2021,6,179962400
2021,6,179962401
2021,9,179962423
2021,9,179962459
2021,6,179962475
2021,6,179962476
2021,6,179962485
2021,9,179962510
2021,9,179962516
2021,6,179962537
2021,9,179962570
2021,6,179962664
2021,9,179962670
2021,9,179962704
2021,3,179962712
2021,6,179962712
2021,8,179962712
2021,6,179962713
2021,9,179962729
2021,6,179962730
2021,8,179962745
2021,6,179962751
2021,1,179962756
2021,6,179962756
2021,8,179962756
2021,6,179962757
2021,6,179962758
2021,6,179962759
2021,6,179962760
2021,9,179962761
2021,9,179962763
2021,1,179962764
2021,7,179962764
2021,8,179962764
2021,7,179962766
2021,9,179962767
2021,6,179962768
2021,9,179962771
2021,6,179962772
2021,6,179962773
2021,9,179962774
2021,6,179962775
2021,8,179962776
2021,9,179962777
2021,9,179962778
2021,9,179962779
2021,9,179962780
2021,9,179962781
2021,9,179962782
2021,9,179962783
2021,6,179962784
2021,9,179962785
2021,5,179962786
2021,7,179962786
2021,8,179962786
2021,9,179962787
2021,9,179962788
2021,6,179962789
2021,6,179962791
2021,9,179962792
2021,6,179962793
2021,9,179962794
2021,9,179962795
2021,9,179962796
2021,9,179962797
2021,9,179962798
2021,9,179962799
2021,6,179962800
2021,7,179962800
2021,8,179962800
2021,6,179962801
2021,9,179962803
2021,6,179962804
2021,9,179962805
2021,9,179962806
2021,6,179962807
2021,6,179962808
2021,6,179962810
2021,9,179962811
2021,9,178828304
2021,9,179962813
2021,9,179962814
2021,9,179962817
2021,9,179962819
2021,6,179962820
2021,6,179962821
2021,3,179962822
2021,6,179962823
2021,3,179962824
2021,6,179962824
2021,7,179962824
2021,6,179962825
2021,9,179962826
2021,6,179962828
2021,9,179962829
2021,9,179962830
2021,6,179962831
2021,9,179962832
2021,9,179962833
2021,6,179962834
2021,9,179962835
2021,9,179962837
2021,9,179962838
2021,9,179962839
2021,6,179962840
2021,6,179962841
2021,9,179962842
2021,6,179962843
2021,9,179962844
2021,9,179962845
2021,6,179962846
2021,9,179962847
2021,9,179962848
2021,6,179962849
2021,6,179962850
2021,9,179962853
2021,6,179962854
2021,9,179962856
2021,6,179962858
2021,6,179962860
2021,9,179962861
2021,6,179962862
2021,6,179962863
2021,6,179962864
2021,6,179962865
2021,6,179962866
2021,6,179962867
2021,6,179962869
2021,6,179962870
2021,9,179962871
2021,9,179962872
2021,9,179962875
2021,8,179962878
2021,6,179962879
2021,9,179962880
2021,9,179962882
2021,9,179962883
2021,6,179962885
2021,6,179962886
2021,9,179962888
2021,9,179962889
2021,6,179962890
2021,6,179962891
2021,9,179962892
2021,6,179962893
2021,9,179962894
2021,9,179962895
2021,6,179962896
2021,9,179535268
2021,9,179962898
2021,8,179962899
2021,9,179962904
2021,9,179962906
2021,6,179962908
2021,7,179962908
2021,6,179962909
2021,6,179962910
2021,9,179962911
2021,6,179962912
2021,3,179962913
2021,3,179962914
2021,3,179962915
2021,9,179962916
2021,9,179962917
2021,6,179962918
2021,6,179962919
2021,9,179962920
2021,9,179962921
2021,6,179962922
2021,6,179962923
2021,6,179962925
2021,6,179962926
2021,3,179962929
2021,9,179962930
2021,9,179962931
2021,6,179962932
2021,9,179962938
2021,9,179962941
2021,9,179962942
2021,3,179962943
2021,1,179962944
2021,3,179962945
2021,6,179962946
2021,6,179962947
2021,9,179962948
2021,3,179962949
2021,6,179962949
2021,3,179962950
2021,6,179962950
2021,3,179962951
2021,6,179962951
2021,3,179962952
2021,6,179962952
2021,6,179962953
2021,9,179962958
2021,6,179962960
2021,10,179962961
2021,9,179962963
2021,9,179962965
2021,9,179535270
2021,9,179962966
2021,9,179962967
2021,6,179962970
2021,3,179962971
2021,6,179962971
2021,7,179962971
2021,9,179962972
2021,6,179962973
2021,6,179962976
2021,6,179962978
2021,9,179962979
2021,6,179962981
2021,9,179962984
2021,6,179962985
2021,9,179962986
2021,6,179962991
2021,9,179962992
2021,9,179962993
2021,9,180090817
2021,6,180090820
2021,9,180090825
2021,6,180090829
2021,6,180090832
2021,6,180090840
2021,9,180090843
2021,9,180090847
2021,6,180090856
2021,9,180090861
2021,1,180090865
2021,9,180090871
2021,6,180090875
2021,9,180090877
2021,6,180090880
2021,9,180090881
2021,6,180090884
2021,9,180090902
2021,9,180090904
2021,6,180090911
2021,6,180090912
2021,6,180090916
2021,9,179962994
2021,1,179962995
2021,6,179962996
2021,6,179962997
2021,6,179962998
2021,3,179962999
2021,9,179963000
2021,6,179963001
2021,6,179963006
2021,6,179963007
2021,7,179963007
2021,6,179963009
2021,6,179963010
2021,9,179963011
2021,6,179963012
2021,6,179963013
2021,1,179963018
2021,8,179963019
2021,9,179963020
2021,6,179963021
2021,6,179963023
2021,9,179963025
2021,9,179963026
2021,9,179963027
2021,6,179963028
2021,9,179963029
2021,6,179963030
2021,9,179963031
2021,9,179963032
2021,6,179963033
2021,6,179963034
2021,6,179963035
2021,9,179963038
2021,1,179963041
2021,6,179963042
2021,9,179963043
2021,6,179963044
2021,6,179963045
2021,9,179963047
2021,9,179963048
2021,6,179963049
2021,9,179963050
2021,9,179963051
2021,9,179963052
2021,9,179963055
2021,3,179963056
2021,7,179963056
2021,6,179963057
2021,6,179963058
2021,6,179963059
2021,3,179963060
2021,6,179963061
2021,6,179963062
2021,6,179963063
2021,6,179963064
2021,6,179963066
2021,6,179963067
2021,6,179963068
2021,9,179963069
2021,9,179963070
2021,6,179963071
2021,9,179963072
2021,9,179963073
2021,9,179963074
2021,6,179963075
2021,9,179963076
2021,6,179963081
2021,6,179963082
2021,6,179963083
2021,9,179963086
2021,9,179963087
2021,9,179963090
2021,9,179963091
2021,6,179963092
2021,9,179963093
2021,9,179963094
2021,9,179963095
2021,6,179963096
2021,9,179963097
2021,9,179963098
2021,6,178362605
2021,9,179963099
2021,9,179963100
2021,9,179963101
2021,6,179963102
2021,9,179963103
2021,6,179963104
2021,10,179963107
2021,9,179963108
2021,9,179963110
2021,9,179963111
2021,9,179963112
2021,6,179963113
2021,9,179963114
2021,9,179963116
2021,9,179963117
2021,9,179963118
2021,6,179963119
2021,6,179963122
2021,3,179963123
2021,8,179963124
2021,6,179963125
2021,6,179963126
2021,9,179963127
2021,6,179963128
2021,6,179963130
2021,6,179963131
2021,6,179963133
2021,9,179963134
2021,9,179963136
2021,6,180791394
2021,9,179963140
2021,9,179963141
2021,9,179963143
2021,6,179963144
2021,9,179963145
2021,6,179963146
2021,8,179963147
2021,6,179963150
2021,8,179963150
2021,9,179963153
2021,3,179963154
2021,1,179963155
2021,1,179963156
2021,6,179963157
2021,9,179963158
2021,9,179963159
2021,9,179963160
2021,7,179963161
2021,6,179963162
2021,6,179963163
2021,8,179963167
2021,9,179963169
2021,9,179963170
2021,9,179963171
2021,9,179963173
2021,9,179963174
2021,9,179963175
2021,3,178362846
2021,6,178362846
2021,6,179963177
2021,6,179963181
2021,9,179963183
2021,8,179963185
2021,6,179963186
2021,6,179963187
2021,9,179963188
2021,9,179963189
2021,9,178362896
2021,6,179963191
2021,6,179963192
2021,9,179963193
2021,9,179963196
2021,3,179963197
2021,6,179963197
2021,8,179963198
2021,6,179963199
2021,6,179963201
2021,9,179963202
2021,9,179963205
2021,9,179963206
2021,9,179963207
2021,9,179963210
2021,9,179963211
2021,9,179963212
2021,6,179963213
2021,9,179963215
2021,6,179963218
2021,9,179963219
2021,9,179963220
2021,6,179963221
2021,6,179963222
2021,9,179963223
2021,9,179963224
2021,6,179963225
2021,6,179963226
2021,9,179963228
2021,9,179963229
2021,9,179963230
2021,6,179963234
2021,9,179963237
2021,9,179963238
2021,9,179963239
2021,6,179963240
2021,9,178828305
2021,9,179963246
2021,6,179963247
2021,9,179963248
2021,9,179963249
2021,6,179963250
2021,6,179963251
2021,6,179963252
2021,8,179963253
2021,6,179963254
2021,9,179963255
2021,9,179963256
2021,9,179963258
2021,9,179963259
2021,6,179963260
2021,9,179963261
2021,6,179963263
2021,6,179963264
2021,8,179963266
2021,6,179963269
2021,9,179963270
2021,9,179963271
2021,9,179963272
2021,6,179963274
2021,3,178363153
2021,3,178363154
2021,9,179963275
2021,9,179963277
2021,6,179963278
2021,9,179963283
2021,9,179963285
2021,9,179963286
2021,9,179963287
2021,9,179963288
2021,3,179963289
2021,6,179963289
2021,6,179963290
2021,9,179963291
2021,9,179963293
2021,3,179963295
2021,6,179963295
2021,3,179963296
2021,6,179963296
2021,6,179963299
2021,6,179963301
2021,9,179963302
2021,9,179963303
2021,6,179963306
2021,6,179963307
2021,9,179963309
2021,9,179963318
2021,6,179963320
2021,6,179963321
2021,9,179963322
2021,9,179963323
2021,9,179963326
2021,9,179963327
2021,9,179963328
2021,9,179963329
2021,6,179963332
2021,3,179963336
2021,6,179963337
2021,6,179963338
2021,6,179963339
2021,6,179963340
2021,9,179963341
2021,9,179963343
2021,9,179963345
2021,9,179963346
2021,9,179963350
2021,6,179963355
2021,9,178363408
2021,6,179963356
2021,6,179963362
2021,6,179963363
2021,9,179963364
2021,9,179963365
2021,9,179963366
2021,9,179963367
2021,9,179963368
2021,9,179963374
2021,9,179963381
2021,6,179963382
2021,9,179963383
2021,6,179963385
2021,8,179963385
2021,6,179963386
2021,6,179963387
2021,9,179963388
2021,12,179963390
2021,9,179963391
2021,9,179963392
2021,9,179963393
2021,6,179963395
2021,9,179963396
2021,6,179963399
2021,9,179963400
2021,9,179963402
2021,10,179963406
2021,9,179963407
2021,9,179963408
2021,8,179963409
2021,9,179963415
2021,6,179963417
2021,3,179963418
2021,6,179963418
2021,9,179963423
2021,6,178363634
2021,6,178363635
2021,9,179963424
2021,6,179963425
2021,9,179963427
2021,9,179963432
2021,9,179963439
2021,9,179963443
2021,9,179963448
2021,6,179963451
2021,9,179963454
2021,3,179963455
2021,6,179963455
2021,9,179963460
2021,9,179963461
2021,9,179963464
2021,9,179963467
2021,9,179963468
2021,6,179963475
2021,9,179963476
2021,6,179963477
2021,6,179963479
2021,9,179963480
2021,9,179963481
2021,8,179963484
2021,6,179963485
2021,9,179963488
2021,9,179963489
2021,6,179963490
2021,6,179963492
2021,9,179963494
2021,9,179963499
2021,6,179963500
2021,9,179963501
2021,9,179963502
2021,6,179963509
2021,6,179963510
2021,9,179963512
2021,9,179963516
2021,9,179963518
2021,3,179963519
2021,6,179963519
2021,9,179963520
2021,9,179963521
2021,9,179963522
2021,9,179963524
2021,1,179963528
2021,6,179963528
2021,6,179963529
2021,9,179963530
2021,9,179963532
2021,9,179963534
2021,6,179963538
2021,6,179963541
2021,6,179963542
2021,9,179963544
2021,9,179963554
2021,9,179963557
2021,8,179963561
2021,9,179963568
2021,6,179963571
2021,9,179963573
2021,6,179963574
2021,3,179963575
2021,6,179963575
2021,8,179963575
2021,6,179963576
2021,8,179963577
2021,9,179963579
2021,8,179963586
2021,6,179963587
2021,6,179963588
2021,6,179963589
2021,9,179963592
2021,9,179963594
2021,9,179963596
2021,6,179963597
2021,9,179963598
2021,9,179963600
2021,9,179963601
2021,9,179963610
2021,9,179963611
2021,9,179963613
2021,9,179963615
2021,9,179963619
2021,9,179963620
2021,9,179963621
2021,6,179963624
2021,8,179963624
2021,6,179963625
2021,9,179963626
2021,9,179963627
2021,9,179963628
2021,9,179963629
2021,9,179963633
2021,9,179963634
2021,9,179963635
2021,6,179963637
2021,6,179963639
2021,6,179963640
2021,6,179963641
2021,6,179963642
2021,9,179963643
2021,9,179963644
2021,9,178364243
2021,3,179963646
2021,6,179963646
2021,8,179963646
2021,6,179963647
2021,9,179963648
2021,3,179963652
2021,6,179963652
2021,7,179963652
2021,7,179963654
2021,6,179963655
2021,9,179963658
2021,9,178828306
2021,9,179963660
2021,9,179963663
2021,9,179963664
2021,7,179963666
2021,3,178364316
2021,6,178364316
2021,6,179963668
2021,6,179963669
2021,8,179963670
2021,9,179963672
2021,6,179963674
2021,9,179963675
2021,6,179963677
2021,9,179963678
2021,9,179963681
2021,9,179963686
2021,6,179963689
2021,7,179963690
2021,9,179963691
2021,9,179963693
2021,9,179963694
2021,1,179963695
2021,3,179963695
2021,6,179963695
2021,6,179963696
2021,9,179963698
2021,9,179963699
2021,9,179963700
2021,6,179963701
2021,6,179963702
2021,6,179963703
2021,9,179963706
2021,6,179963707
2021,6,179963708
2021,9,179963709
2021,9,179963710
2021,9,179963712
2021,6,179963713
2021,9,179963714
2021,9,179963715
2021,9,179963723
2021,9,179963724
2021,9,179963725
2021,9,179963726
2021,9,179963727
2021,9,179963728
2021,9,179963729
2021,6,179963731
2021,9,179963743
2021,9,179963747
2021,9,179963748
2021,6,179963750
2021,9,179963760
2021,7,179963761
2021,9,179963762
2021,6,179963763
2021,8,179963763
2021,3,179963765
2021,6,179963765
2021,8,179963765
2021,6,179963766
2021,9,179963767
2021,9,179963770
2021,3,179963771
2021,9,179963772
2021,9,178364661
2021,6,179963773
2021,9,179963775
2021,9,179963776
2021,9,179963777
2021,9,179963778
2021,6,179963779
2021,6,179963780
2021,9,179963784
2021,9,179963787
2021,9,179963788
2021,3,179963789
2021,6,179963789
2021,6,179963791
2021,6,179963792
2021,9,179963793
2021,6,179963794
2021,9,179963795
2021,9,179963796
2021,9,179963798
2021,6,179963800
2021,9,179963801
2021,9,179963802
2021,9,179963804
2021,9,179963806
2021,9,179963807
2021,8,179963813
2021,9,179963814
2021,6,179963817
2021,11,179963818
2021,8,179963821
2021,6,179963822
2021,1,179963823
2021,3,179963823
2021,6,179963823
2021,9,179963824
2021,6,179963827
2021,8,179963828
2021,6,179963830
2021,3,179963831
2021,6,179963831
2021,6,179963832
2021,9,179963833
2021,8,179963841
2021,9,179963842
2021,6,179963843
2021,9,179963844
2021,9,179963845
2021,8,179963846
2021,8,179963847
2021,6,179963848
2021,3,179963855
2021,6,179963855
2021,9,179963856
2021,6,179963859
2021,6,179963860
2021,9,179963866
2021,9,179963867
2021,9,179963868
2021,9,179963870
2021,9,179963872
2021,9,179963873
2021,9,179963874
2021,9,179963875
2021,9,179963876
2021,9,179963877
2021,9,179963878
2021,6,179963879
2021,9,179963882
2021,9,179963883
2021,9,179963885
2021,9,179963887
2021,9,179963891
2021,6,179963892
2021,9,179963895
2021,9,179963896
2021,9,179963898
2021,9,179963900
2021,9,179963904
2021,9,179963906
2021,9,179963907
2021,9,179963910
2021,9,179963911
2021,9,179963914
2021,9,179963915
2021,9,179963916
2021,9,179963921
2021,9,179963922
2021,8,179963926
2021,9,179963927
2021,9,179963928
2021,6,179963930
2021,6,179963931
2021,9,179963932
2021,6,179963934
2021,9,179963935
2021,9,179963936
2021,9,179963937
2021,6,179963938
2021,6,179963941
2021,6,179963942
2021,9,179963944
2021,9,179963945
2021,6,179963951
2021,8,179963951
2021,9,179963953
2021,9,179963954
2021,9,179963956
2021,9,180791327
2021,6,179963960
2021,6,179963962
2021,9,179963963
2021,9,178828308
2021,6,179963965
2021,6,179963968
2021,6,179963970
2021,9,179963972
2021,9,179963975
2021,9,179963979
2021,9,179963984
2021,6,179963985
2021,9,179963986
2021,9,179963987
2021,9,179963990
2021,9,179963991
2021,9,179963992
2021,9,179963993
2021,9,179963994
2021,6,179963995
2021,9,179963996
2021,6,179963997
2021,6,179964000
2021,6,179964001
2021,9,179964002
2021,6,179964003
2021,9,179964005
2021,9,179964006
2021,9,179964007
2021,9,179964008
2021,6,179964010
2021,6,179964011
2021,6,179964015
2021,6,179964016
2021,8,179964018
2021,9,179964019
2021,9,179964021
2021,9,179964025
2021,6,179964028
2021,6,179964030
2021,6,180791397
2021,8,179964032
2021,6,179964036
2021,9,179964038
2021,9,179964039
2021,9,179964041
2021,9,179964042
2021,9,179964044
2021,9,179964046
2021,6,179964047
2021,6,179964048
2021,6,179964049
2021,9,179964052
2021,9,179964053
2021,6,179964054
2021,9,179964055
2021,9,179964056
2021,9,179964057
2021,9,180791398
2021,9,180791399
2021,6,179964064
2021,9,179964068
2021,9,179964069
2021,9,179964070
2021,9,179964071
2021,3,179964074
2021,6,179964074
2021,9,179964076
2021,9,179964077
2021,6,179964078
2021,9,179964084
2021,9,179964088
2021,6,179964089
2021,6,179964090
2021,9,179964091
2021,8,179964092
2021,9,179964093
2021,9,179964094
2021,9,179964095
2021,9,179964096
2021,6,179964098
2021,10,179964099
2021,6,179964100
2021,9,179964103
2021,9,179964104
2021,9,179964106
2021,9,179964109
2021,9,179964110
2021,9,179964111
2021,9,179964112
2021,9,178365882
2021,9,179964117
2021,9,179964118
2021,6,179964119
2021,6,179964120
2021,9,179964122
2021,6,179964125
2021,6,179964126
2021,6,179964129
2021,9,179964130
2021,9,179964131
2021,9,179964133
2021,9,179964136
2021,9,178365970
2021,9,179964137
2021,9,179964140
2021,6,179964143
2021,6,179964144
2021,9,179964145
2021,9,179964147
2021,9,179964148
2021,9,179964149
2021,9,179964150
2021,9,179964151
2021,9,179964152
2021,9,178366035
2021,9,179964154
2021,9,179964155
2021,9,179964159
2021,6,179964161
2021,6,179964162
2021,9,179964163
2021,6,179964164
2021,9,178366086
2021,7,179964170
2021,9,179964171
2021,6,179964172
2021,6,179964173
2021,9,179964174
2021,6,179964175
2021,8,179964175
2021,6,179964176
2021,9,179964177
2021,6,179964178
2021,9,179964180
2021,8,179964181
2021,6,179964182
2021,9,179964183
2021,9,179964186
2021,9,179964188
2021,9,179964189
2021,9,179964190
2021,6,179964191
2021,9,179964192
2021,6,179964196
2021,6,179964197
2021,6,179964199
2021,9,179964200
2021,9,179964202
2021,6,179964203
2021,9,179964204
2021,9,179964210
2021,9,179964214
2021,9,178366253
2021,9,179964219
2021,9,178366266
2021,9,179964227
2021,6,179964230
2021,9,179964232
2021,9,179964233
2021,9,179964235
2021,9,179964237
2021,9,178828313
2021,9,179964242
2021,9,180791328
2021,9,180791329
2021,6,179964247
2021,6,179964248
2021,9,179964252
2021,6,179964253
2021,9,179964259
2021,9,179964264
2021,6,179964268
2021,7,179964268
2021,9,179964275
2021,6,179964278
2021,6,179964281
2021,8,179964281
2021,6,179964284
2021,9,179964286
2021,9,179964288
2021,6,179964291
2021,9,179964294
2021,9,179964302
2021,9,179964314
2021,9,179964318
2021,9,179964327
2021,6,179964336
2021,9,179964337
2021,1,179964338
2021,6,179964338
2021,6,179964339
2021,9,179964341
2021,9,179964350
2021,6,179964360
2021,9,179964372
2021,6,179964377
2021,8,179964377
2021,9,179964384
2021,9,179964387
2021,9,179964393
2021,8,179964395
2021,9,178479664
2021,6,179964406
2021,6,179964415
2021,6,179964416
2021,9,179964417
2021,9,179964420
2021,9,179964422
2021,8,178479673
2021,8,178479674
2021,9,179964425
2021,6,179964426
2021,9,179964428
2021,9,179964438
2021,6,179964441
2021,6,179964442
2021,9,179964447
2021,9,179964449
2021,9,179964452
2021,6,179964454
2021,11,179964457
2021,9,178479696
2021,9,179964463
2021,6,179964465
2021,9,179964469
2021,3,179964470
2021,6,179964470
2021,8,179964470
2021,6,179964471
2021,9,179964473
2021,9,179964476
2021,9,179964477
2021,6,179964478
2021,8,179964478
2021,6,179964479
2021,8,179964479
2021,6,179964480
2021,3,179964484
2021,6,179964485
2021,6,179964486
2021,8,179964486
2021,9,179964489
2021,9,179964492
2021,9,179964498
2021,9,179964500
2021,9,179964502
2021,9,179964503
2021,6,179964504
